Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,CPUE_number_per_hour,WeightfollowingCoull,kgperhour
NS-IBTS,1966,1,7,127140,Microstomus kitt,230,0.142857,0.145129516,0.020732767
NS-IBTS,1966,1,7,127140,Microstomus kitt,280,0.142857,0.249968226,0.035709711
NS-IBTS,1966,1,7,127140,Microstomus kitt,290,0.119,0.275427991,0.032775931
NS-IBTS,1966,1,7,127140,Microstomus kitt,310,0.047571,0.331179717,0.01575455
NS-IBTS,1966,1,7,127140,Microstomus kitt,320,0.285714,0.361555147,0.103301367
NS-IBTS,1966,1,7,127140,Microstomus kitt,330,0.142857,0.393652069,0.056235954
NS-IBTS,1966,1,7,127140,Microstomus kitt,340,0.142857,0.427511435,0.061073001
NS-IBTS,1966,1,7,127140,Microstomus kitt,350,0.214285,0.463173905,0.09925122
NS-IBTS,1966,1,7,127140,Microstomus kitt,370,0.142857,0.540069404,0.077152695
NS-IBTS,1966,1,7,127140,Microstomus kitt,380,0.214285,0.581382386,0.124581525
NS-IBTS,1966,1,7,127140,Microstomus kitt,410,0.071428,0.717256659,0.051232209
NS-IBTS,1966,1,6,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1966,1,6,127140,Microstomus kitt,140,0.014705,0.036799159,0.000541132
NS-IBTS,1966,1,6,127140,Microstomus kitt,180,0.029411,0.07370776,0.002167819
NS-IBTS,1966,1,6,127140,Microstomus kitt,190,0.014705,0.085588411,0.001258578
NS-IBTS,1966,1,6,127140,Microstomus kitt,210,0.019588,0.112863663,0.002210773
NS-IBTS,1966,1,6,127140,Microstomus kitt,230,0.014705,0.145129516,0.00213413
NS-IBTS,1966,1,6,127140,Microstomus kitt,240,0.065647,0.163246501,0.010716643
NS-IBTS,1966,1,6,127140,Microstomus kitt,250,0.073529,0.18274529,0.013437078
NS-IBTS,1966,1,6,127140,Microstomus kitt,260,0.104882,0.203669662,0.021361281
NS-IBTS,1966,1,6,127140,Microstomus kitt,270,0.019588,0.226062982,0.004428122
NS-IBTS,1966,1,6,127140,Microstomus kitt,300,0.02647,0.302484522,0.008006765
NS-IBTS,1966,1,6,127140,Microstomus kitt,330,0.014705,0.393652069,0.005788654
NS-IBTS,1966,1,6,127140,Microstomus kitt,350,0.058823,0.463173905,0.027245279
NS-IBTS,1967,1,5,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1967,1,4,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1967,1,4,127140,Microstomus kitt,180,0.041625,0.07370776,0.003068086
NS-IBTS,1967,1,4,127140,Microstomus kitt,210,0.041625,0.112863663,0.00469795
NS-IBTS,1967,1,4,127140,Microstomus kitt,220,0.041625,0.128350126,0.005342574
NS-IBTS,1967,1,4,127140,Microstomus kitt,230,0.083375,0.145129516,0.012100173
NS-IBTS,1967,1,4,127140,Microstomus kitt,240,0.041625,0.163246501,0.006795136
NS-IBTS,1967,1,4,127140,Microstomus kitt,250,0.041625,0.18274529,0.007606773
NS-IBTS,1967,1,4,127140,Microstomus kitt,260,0.041625,0.203669662,0.00847775
NS-IBTS,1967,1,4,127140,Microstomus kitt,270,0.041625,0.226062982,0.009409872
NS-IBTS,1967,1,4,127140,Microstomus kitt,280,0.041625,0.249968226,0.010404927
NS-IBTS,1967,1,4,127140,Microstomus kitt,290,0.145875,0.275427991,0.040178058
NS-IBTS,1967,1,4,127140,Microstomus kitt,300,0.208375,0.302484522,0.063030212
NS-IBTS,1967,1,4,127140,Microstomus kitt,310,0.1875,0.331179717,0.062096197
NS-IBTS,1967,1,4,127140,Microstomus kitt,320,0.125,0.361555147,0.045194393
NS-IBTS,1967,1,4,127140,Microstomus kitt,330,0.104125,0.393652069,0.040989022
NS-IBTS,1967,1,4,127140,Microstomus kitt,340,0.041625,0.427511435,0.017795163
NS-IBTS,1967,1,4,127140,Microstomus kitt,350,0.166625,0.463173905,0.077176352
NS-IBTS,1967,1,4,127140,Microstomus kitt,360,0.166625,0.500679858,0.083425781
NS-IBTS,1967,1,4,127140,Microstomus kitt,400,0.041625,0.669936785,0.027886119
NS-IBTS,1967,1,5,127140,Microstomus kitt,320,0.25,0.361555147,0.090388787
NS-IBTS,1967,1,6,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1967,1,6,127140,Microstomus kitt,170,0.026315,0.062936245,0.001656167
NS-IBTS,1967,1,6,127140,Microstomus kitt,220,0.052631,0.128350126,0.006755195
NS-IBTS,1967,1,6,127140,Microstomus kitt,240,0.078947,0.163246501,0.012887821
NS-IBTS,1967,1,6,127140,Microstomus kitt,250,0.052631,0.18274529,0.009618067
NS-IBTS,1967,1,6,127140,Microstomus kitt,270,0.026315,0.226062982,0.005948847
NS-IBTS,1967,1,6,127140,Microstomus kitt,280,0.026315,0.249968226,0.006577914
NS-IBTS,1967,1,6,127140,Microstomus kitt,290,0.105263,0.275427991,0.028992377
NS-IBTS,1967,1,6,127140,Microstomus kitt,300,0.052631,0.302484522,0.015920063
NS-IBTS,1967,1,6,127140,Microstomus kitt,330,0.026315,0.393652069,0.010358954
NS-IBTS,1967,1,7,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1967,1,7,127140,Microstomus kitt,270,0.071428,0.226062982,0.016147227
NS-IBTS,1967,1,7,127140,Microstomus kitt,290,0.142857,0.275427991,0.039346817
NS-IBTS,1967,1,7,127140,Microstomus kitt,300,0.285714,0.302484522,0.086424063
NS-IBTS,1967,1,8,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1967,1,2,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1967,1,2,127140,Microstomus kitt,290,0.083333,0.275427991,0.022952241
NS-IBTS,1967,1,2,127140,Microstomus kitt,300,0.020833,0.302484522,0.00630166
NS-IBTS,1967,1,2,127140,Microstomus kitt,330,0.270833,0.393652069,0.106613971
NS-IBTS,1967,1,2,127140,Microstomus kitt,340,0.1875,0.427511435,0.080158394
NS-IBTS,1967,1,2,127140,Microstomus kitt,350,0.083333,0.463173905,0.038597671
NS-IBTS,1967,1,2,127140,Microstomus kitt,360,0.270833,0.500679858,0.135600628
NS-IBTS,1967,1,2,127140,Microstomus kitt,370,0.166666,0.540069404,0.090011207
NS-IBTS,1967,1,2,127140,Microstomus kitt,380,0.166666,0.581382386,0.096896677
NS-IBTS,1967,1,2,127140,Microstomus kitt,390,0.125,0.624658397,0.0780823
NS-IBTS,1967,1,2,127140,Microstomus kitt,410,0.083333,0.717256659,0.059771149
NS-IBTS,1967,1,3,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,2,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,2,127140,Microstomus kitt,180,0.083333,0.07370776,0.006142289
NS-IBTS,1968,1,2,127140,Microstomus kitt,200,0.041666,0.098624977,0.004109308
NS-IBTS,1968,1,2,127140,Microstomus kitt,230,0.083333,0.145129516,0.012094078
NS-IBTS,1968,1,2,127140,Microstomus kitt,280,0.125,0.249968226,0.031246028
NS-IBTS,1968,1,2,127140,Microstomus kitt,300,0.083333,0.302484522,0.025206943
NS-IBTS,1968,1,2,127140,Microstomus kitt,310,0.041666,0.331179717,0.013798934
NS-IBTS,1968,1,2,127140,Microstomus kitt,320,0.166666,0.361555147,0.06025895
NS-IBTS,1968,1,2,127140,Microstomus kitt,330,0.166666,0.393652069,0.065608416
NS-IBTS,1968,1,2,127140,Microstomus kitt,340,0.125,0.427511435,0.053438929
NS-IBTS,1968,1,2,127140,Microstomus kitt,350,0.25,0.463173905,0.115793476
NS-IBTS,1968,1,2,127140,Microstomus kitt,360,0.083333,0.500679858,0.041723155
NS-IBTS,1968,1,2,127140,Microstomus kitt,370,0.083333,0.540069404,0.045005604
NS-IBTS,1968,1,2,127140,Microstomus kitt,380,0.041666,0.581382386,0.024223878
NS-IBTS,1968,1,2,127140,Microstomus kitt,390,0.041666,0.624658397,0.026027017
NS-IBTS,1968,1,2,127140,Microstomus kitt,400,0.166666,0.669936785,0.111655684
NS-IBTS,1968,1,2,127140,Microstomus kitt,430,0.041666,0.818176158,0.034090128
NS-IBTS,1968,1,4,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,4,127140,Microstomus kitt,180,0.75,0.07370776,0.05528082
NS-IBTS,1968,1,4,127140,Microstomus kitt,200,0.083333,0.098624977,0.008218715
NS-IBTS,1968,1,4,127140,Microstomus kitt,240,0.083333,0.163246501,0.013603821
NS-IBTS,1968,1,4,127140,Microstomus kitt,250,0.083333,0.18274529,0.015228713
NS-IBTS,1968,1,4,127140,Microstomus kitt,260,1.083333,0.203669662,0.220642066
NS-IBTS,1968,1,4,127140,Microstomus kitt,270,0.416666,0.226062982,0.094192759
NS-IBTS,1968,1,4,127140,Microstomus kitt,280,0.916666,0.249968226,0.229137373
NS-IBTS,1968,1,4,127140,Microstomus kitt,290,0.166666,0.275427991,0.045904482
NS-IBTS,1968,1,4,127140,Microstomus kitt,300,0.916666,0.302484522,0.277277277
NS-IBTS,1968,1,4,127140,Microstomus kitt,310,1.583333,0.331179717,0.524367775
NS-IBTS,1968,1,4,127140,Microstomus kitt,320,0.083333,0.361555147,0.030129475
NS-IBTS,1968,1,4,127140,Microstomus kitt,330,0.25,0.393652069,0.098413017
NS-IBTS,1968,1,4,127140,Microstomus kitt,340,0.25,0.427511435,0.106877859
NS-IBTS,1968,1,4,127140,Microstomus kitt,350,1,0.463173905,0.463173905
NS-IBTS,1968,1,4,127140,Microstomus kitt,360,0.166666,0.500679858,0.083446309
NS-IBTS,1968,1,4,127140,Microstomus kitt,370,0.75,0.540069404,0.405052053
NS-IBTS,1968,1,4,127140,Microstomus kitt,380,0.083333,0.581382386,0.048448338
NS-IBTS,1968,1,4,127140,Microstomus kitt,390,0.083333,0.624658397,0.052054658
NS-IBTS,1968,1,5,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,5,127140,Microstomus kitt,310,0.125,0.331179717,0.041397465
NS-IBTS,1968,1,5,127140,Microstomus kitt,330,0.125,0.393652069,0.049206509
NS-IBTS,1968,1,7,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,6,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,6,127140,Microstomus kitt,260,0.029411,0.203669662,0.005990128
NS-IBTS,1968,1,8,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,3,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1968,1,3,127140,Microstomus kitt,230,0.125,0.145129516,0.01814119
NS-IBTS,1968,1,3,127140,Microstomus kitt,240,0.25,0.163246501,0.040811625
NS-IBTS,1968,1,3,127140,Microstomus kitt,250,0.125,0.18274529,0.022843161
NS-IBTS,1968,1,3,127140,Microstomus kitt,260,0.499999,0.203669662,0.101834627
NS-IBTS,1968,1,3,127140,Microstomus kitt,270,0.375,0.226062982,0.084773618
NS-IBTS,1968,1,3,127140,Microstomus kitt,290,0.375,0.275427991,0.103285497
NS-IBTS,1968,1,3,127140,Microstomus kitt,300,0.375,0.302484522,0.113431696
NS-IBTS,1968,1,3,127140,Microstomus kitt,310,0.75,0.331179717,0.248384788
NS-IBTS,1968,1,3,127140,Microstomus kitt,320,0.125,0.361555147,0.045194393
NS-IBTS,1968,1,3,127140,Microstomus kitt,330,0.5,0.393652069,0.196826035
NS-IBTS,1968,1,3,127140,Microstomus kitt,340,0.5,0.427511435,0.213755717
NS-IBTS,1968,1,3,127140,Microstomus kitt,350,0.5,0.463173905,0.231586952
NS-IBTS,1968,1,3,127140,Microstomus kitt,370,0.125,0.540069404,0.067508675
NS-IBTS,1968,1,3,127140,Microstomus kitt,390,0.125,0.624658397,0.0780823
NS-IBTS,1968,1,3,127140,Microstomus kitt,400,0.125,0.669936785,0.083742098
NS-IBTS,1969,1,7,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1969,1,6,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1969,1,6,127140,Microstomus kitt,140,0.021739,0.036799159,0.000799977
NS-IBTS,1969,1,6,127140,Microstomus kitt,270,0.021739,0.226062982,0.004914383
NS-IBTS,1969,1,6,127140,Microstomus kitt,280,0.021739,0.249968226,0.005434059
NS-IBTS,1969,1,6,127140,Microstomus kitt,290,0.043478,0.275427991,0.011975058
NS-IBTS,1969,1,6,127140,Microstomus kitt,300,0.021739,0.302484522,0.006575711
NS-IBTS,1969,1,6,127140,Microstomus kitt,310,0.152173,0.331179717,0.050396611
NS-IBTS,1969,1,6,127140,Microstomus kitt,320,0.065217,0.361555147,0.023579542
NS-IBTS,1969,1,6,127140,Microstomus kitt,330,0.043478,0.393652069,0.017115205
NS-IBTS,1969,1,6,127140,Microstomus kitt,340,0.021739,0.427511435,0.009293671
NS-IBTS,1969,1,6,127140,Microstomus kitt,350,0.086956,0.463173905,0.04027575
NS-IBTS,1969,1,6,127140,Microstomus kitt,360,0.108695,0.500679858,0.054421397
NS-IBTS,1969,1,6,127140,Microstomus kitt,370,0.086956,0.540069404,0.046962275
NS-IBTS,1969,1,6,127140,Microstomus kitt,380,0.043478,0.581382386,0.025277343
NS-IBTS,1969,1,6,127140,Microstomus kitt,390,0.021739,0.624658397,0.013579449
NS-IBTS,1969,1,6,127140,Microstomus kitt,400,0.021739,0.669936785,0.014563756
NS-IBTS,1969,1,6,127140,Microstomus kitt,410,0.021739,0.717256659,0.015592443
NS-IBTS,1969,1,4,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1969,1,4,127140,Microstomus kitt,250,0.142857,0.18274529,0.026106444
NS-IBTS,1969,1,4,127140,Microstomus kitt,260,0.285714,0.203669662,0.058191274
NS-IBTS,1969,1,4,127140,Microstomus kitt,270,0.428571,0.226062982,0.096884038
NS-IBTS,1969,1,4,127140,Microstomus kitt,280,0.142857,0.249968226,0.035709711
NS-IBTS,1969,1,4,127140,Microstomus kitt,290,0.428571,0.275427991,0.11804045
NS-IBTS,1969,1,4,127140,Microstomus kitt,300,0.285714,0.302484522,0.086424063
NS-IBTS,1969,1,4,127140,Microstomus kitt,310,0.857142,0.331179717,0.283868045
NS-IBTS,1969,1,4,127140,Microstomus kitt,330,0.714285,0.393652069,0.281179768
NS-IBTS,1969,1,4,127140,Microstomus kitt,340,0.285714,0.427511435,0.122146002
NS-IBTS,1969,1,4,127140,Microstomus kitt,350,0.285714,0.463173905,0.132335269
NS-IBTS,1969,1,4,127140,Microstomus kitt,360,0.142857,0.500679858,0.071525623
NS-IBTS,1969,1,4,127140,Microstomus kitt,370,0.142857,0.540069404,0.077152695
NS-IBTS,1969,1,4,127140,Microstomus kitt,380,0.285714,0.581382386,0.166109087
NS-IBTS,1969,1,4,127140,Microstomus kitt,390,0.142857,0.624658397,0.089236825
NS-IBTS,1969,1,4,127140,Microstomus kitt,400,0.142857,0.669936785,0.095705159
NS-IBTS,1969,1,5,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1969,1,2,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1969,1,2,127140,Microstomus kitt,180,0.045454,0.07370776,0.003350313
NS-IBTS,1969,1,2,127140,Microstomus kitt,230,0.045454,0.145129516,0.006596717
NS-IBTS,1969,1,2,127140,Microstomus kitt,270,0.136363,0.226062982,0.030826626
NS-IBTS,1969,1,2,127140,Microstomus kitt,280,0.045454,0.249968226,0.011362056
NS-IBTS,1969,1,2,127140,Microstomus kitt,290,0.022727,0.275427991,0.006259652
NS-IBTS,1969,1,2,127140,Microstomus kitt,300,0.136363,0.302484522,0.041247697
NS-IBTS,1969,1,2,127140,Microstomus kitt,310,0.227272,0.331179717,0.075267877
NS-IBTS,1969,1,2,127140,Microstomus kitt,320,0.090909,0.361555147,0.032868617
NS-IBTS,1969,1,2,127140,Microstomus kitt,330,0.568181,0.393652069,0.223665626
NS-IBTS,1969,1,2,127140,Microstomus kitt,340,0.272727,0.427511435,0.116593911
NS-IBTS,1969,1,2,127140,Microstomus kitt,350,0.090909,0.463173905,0.042106677
NS-IBTS,1969,1,2,127140,Microstomus kitt,360,0.227272,0.500679858,0.113790513
NS-IBTS,1969,1,2,127140,Microstomus kitt,370,0.40909,0.540069404,0.220936992
NS-IBTS,1969,1,2,127140,Microstomus kitt,380,0.40909,0.581382386,0.23783772
NS-IBTS,1969,1,2,127140,Microstomus kitt,390,0.272727,0.624658397,0.170361211
NS-IBTS,1969,1,2,127140,Microstomus kitt,400,0.227272,0.669936785,0.152257873
NS-IBTS,1969,1,2,127140,Microstomus kitt,410,0.136363,0.717256659,0.09780727
NS-IBTS,1969,1,2,127140,Microstomus kitt,420,0.045454,0.766656898,0.034847623
NS-IBTS,1969,1,3,127140,Microstomus kitt,190,0.3,0.085588411,0.025676523
NS-IBTS,1969,1,3,127140,Microstomus kitt,210,0.1,0.112863663,0.011286366
NS-IBTS,1969,1,3,127140,Microstomus kitt,220,0.2,0.128350126,0.025670025
NS-IBTS,1969,1,3,127140,Microstomus kitt,240,0.6,0.163246501,0.0979479
NS-IBTS,1969,1,3,127140,Microstomus kitt,250,0.8,0.18274529,0.146196232
NS-IBTS,1969,1,3,127140,Microstomus kitt,270,0.6,0.226062982,0.135637789
NS-IBTS,1969,1,3,127140,Microstomus kitt,280,0.4,0.249968226,0.09998729
NS-IBTS,1969,1,3,127140,Microstomus kitt,290,0.499999,0.275427991,0.13771372
NS-IBTS,1969,1,3,127140,Microstomus kitt,300,1,0.302484522,0.302484522
NS-IBTS,1969,1,3,127140,Microstomus kitt,320,0.3,0.361555147,0.108466544
NS-IBTS,1969,1,3,127140,Microstomus kitt,330,0.999999,0.393652069,0.393651675
NS-IBTS,1969,1,3,127140,Microstomus kitt,340,0.8,0.427511435,0.342009148
NS-IBTS,1969,1,3,127140,Microstomus kitt,350,0.8,0.463173905,0.370539124
NS-IBTS,1969,1,3,127140,Microstomus kitt,360,0.4,0.500679858,0.200271943
NS-IBTS,1969,1,3,127140,Microstomus kitt,370,0.8,0.540069404,0.432055523
NS-IBTS,1969,1,3,127140,Microstomus kitt,380,0.4,0.581382386,0.232552954
NS-IBTS,1969,1,3,127140,Microstomus kitt,390,0.4,0.624658397,0.249863359
NS-IBTS,1969,1,3,127140,Microstomus kitt,400,0.2,0.669936785,0.133987357
NS-IBTS,1969,1,3,127140,Microstomus kitt,420,0.2,0.766656898,0.15333138
NS-IBTS,1970,1,2,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1970,1,2,127140,Microstomus kitt,200,0.047619,0.098624977,0.004696423
NS-IBTS,1970,1,2,127140,Microstomus kitt,270,0.031761,0.226062982,0.007179986
NS-IBTS,1970,1,2,127140,Microstomus kitt,280,0.031761,0.249968226,0.007939241
NS-IBTS,1970,1,2,127140,Microstomus kitt,300,0.047619,0.302484522,0.01440401
NS-IBTS,1970,1,2,127140,Microstomus kitt,310,0.119047,0.331179717,0.039425952
NS-IBTS,1970,1,2,127140,Microstomus kitt,320,0.190476,0.361555147,0.068867578
NS-IBTS,1970,1,2,127140,Microstomus kitt,330,0.095238,0.393652069,0.037490636
NS-IBTS,1970,1,2,127140,Microstomus kitt,340,0.015857,0.427511435,0.006779049
NS-IBTS,1970,1,2,127140,Microstomus kitt,350,0.166666,0.463173905,0.077195342
NS-IBTS,1970,1,2,127140,Microstomus kitt,360,0.039666,0.500679858,0.019859967
NS-IBTS,1970,1,2,127140,Microstomus kitt,370,0.087285,0.540069404,0.047139958
NS-IBTS,1970,1,2,127140,Microstomus kitt,380,0.039666,0.581382386,0.023061114
NS-IBTS,1970,1,2,127140,Microstomus kitt,390,0.087285,0.624658397,0.054523308
NS-IBTS,1970,1,2,127140,Microstomus kitt,400,0.119047,0.669936785,0.079753964
NS-IBTS,1970,1,2,127140,Microstomus kitt,410,0.150761,0.717256659,0.108134331
NS-IBTS,1970,1,2,127140,Microstomus kitt,420,0.023809,0.766656898,0.018253334
NS-IBTS,1970,1,2,127140,Microstomus kitt,430,0.015857,0.818176158,0.012973819
NS-IBTS,1970,1,4,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1970,1,4,127140,Microstomus kitt,290,0.0555,0.275427991,0.015286254
NS-IBTS,1970,1,4,127140,Microstomus kitt,350,0.333333,0.463173905,0.154391147
NS-IBTS,1970,1,5,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1970,1,6,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1970,1,6,127140,Microstomus kitt,260,0.01332,0.203669662,0.00271288
NS-IBTS,1970,1,6,127140,Microstomus kitt,310,0.04,0.331179717,0.013247189
NS-IBTS,1970,1,6,127140,Microstomus kitt,370,0.02,0.540069404,0.010801388
NS-IBTS,1970,1,7,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1970,1,7,127140,Microstomus kitt,310,0.125,0.331179717,0.041397465
NS-IBTS,1970,1,7,127140,Microstomus kitt,330,0.0625,0.393652069,0.024603254
NS-IBTS,1970,1,7,127140,Microstomus kitt,340,0.25,0.427511435,0.106877859
NS-IBTS,1970,1,7,127140,Microstomus kitt,350,0.25,0.463173905,0.115793476
NS-IBTS,1970,1,7,127140,Microstomus kitt,370,0.0625,0.540069404,0.033754338
NS-IBTS,1970,1,7,127140,Microstomus kitt,380,0.0625,0.581382386,0.036336399
NS-IBTS,1970,1,8,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1970,1,3,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1970,1,3,127140,Microstomus kitt,160,0.2,0.053226467,0.010645293
NS-IBTS,1970,1,3,127140,Microstomus kitt,190,0.2,0.085588411,0.017117682
NS-IBTS,1970,1,3,127140,Microstomus kitt,210,0.4,0.112863663,0.045145465
NS-IBTS,1970,1,3,127140,Microstomus kitt,220,0.8,0.128350126,0.102680101
NS-IBTS,1970,1,3,127140,Microstomus kitt,230,0.6,0.145129516,0.08707771
NS-IBTS,1970,1,3,127140,Microstomus kitt,240,0.6,0.163246501,0.0979479
NS-IBTS,1970,1,3,127140,Microstomus kitt,250,0.4,0.18274529,0.073098116
NS-IBTS,1970,1,3,127140,Microstomus kitt,260,1.099999,0.203669662,0.224036424
NS-IBTS,1970,1,3,127140,Microstomus kitt,270,0.8,0.226062982,0.180850386
NS-IBTS,1970,1,3,127140,Microstomus kitt,280,0.4,0.249968226,0.09998729
NS-IBTS,1970,1,3,127140,Microstomus kitt,290,0.8,0.275427991,0.220342393
NS-IBTS,1970,1,3,127140,Microstomus kitt,300,0.7,0.302484522,0.211739165
NS-IBTS,1970,1,3,127140,Microstomus kitt,310,0.1,0.331179717,0.033117972
NS-IBTS,1970,1,3,127140,Microstomus kitt,320,1.2,0.361555147,0.433866177
NS-IBTS,1970,1,3,127140,Microstomus kitt,330,0.2,0.393652069,0.078730414
NS-IBTS,1970,1,3,127140,Microstomus kitt,340,0.9,0.427511435,0.384760291
NS-IBTS,1970,1,3,127140,Microstomus kitt,350,0.8,0.463173905,0.370539124
NS-IBTS,1970,1,3,127140,Microstomus kitt,360,0.4,0.500679858,0.200271943
NS-IBTS,1970,1,3,127140,Microstomus kitt,370,0.2,0.540069404,0.108013881
NS-IBTS,1970,1,3,127140,Microstomus kitt,380,0.1,0.581382386,0.058138239
NS-IBTS,1970,1,3,127140,Microstomus kitt,390,0.1,0.624658397,0.06246584
NS-IBTS,1970,1,3,127140,Microstomus kitt,430,0.1,0.818176158,0.081817616
NS-IBTS,1971,1,7,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1971,1,7,127140,Microstomus kitt,280,0.05,0.249968226,0.012498411
NS-IBTS,1971,1,7,127140,Microstomus kitt,310,0.0333,0.331179717,0.011028285
NS-IBTS,1971,1,7,127140,Microstomus kitt,320,0.05,0.361555147,0.018077757
NS-IBTS,1971,1,7,127140,Microstomus kitt,330,0.05,0.393652069,0.019682603
NS-IBTS,1971,1,7,127140,Microstomus kitt,380,0.05,0.581382386,0.029069119
NS-IBTS,1971,1,7,127140,Microstomus kitt,400,0.05,0.669936785,0.033496839
NS-IBTS,1971,1,5,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1971,1,5,127140,Microstomus kitt,300,0.25,0.302484522,0.07562113
NS-IBTS,1971,1,3,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1971,1,3,127140,Microstomus kitt,130,0.125,0.0299833,0.003747913
NS-IBTS,1971,1,3,127140,Microstomus kitt,170,0.125,0.062936245,0.007867031
NS-IBTS,1971,1,3,127140,Microstomus kitt,200,0.125,0.098624977,0.012328122
NS-IBTS,1971,1,3,127140,Microstomus kitt,210,0.125,0.112863663,0.014107958
NS-IBTS,1971,1,3,127140,Microstomus kitt,240,0.5,0.163246501,0.08162325
NS-IBTS,1971,1,3,127140,Microstomus kitt,250,0.25,0.18274529,0.045686323
NS-IBTS,1971,1,4,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1971,1,4,127140,Microstomus kitt,250,0.071428,0.18274529,0.013053131
